Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Ravi Kumar,Orthopedics,14,2025-07-02,Govt Health Center,New Delhi,74,61,1.09,1
Dr. Anil Mehra,Dermatology,9,2025-07-03,Govt Health Center,Kolkata,43,153,0.99,0
Dr. Ravi Kumar,Cardiology,14,2025-07-04,City Hospital,New Delhi,92,160,0.86,0
Dr. Rohit Verma,Dermatology,13,2025-07-05,Metro Hospital,Kolkata,32,312,0.62,0
Dr. Ravi Kumar,Orthopedics,12,2025-07-06,Metro Hospital,Kolkata,80,484,1.26,0
Dr. Rohit Verma,Orthopedics,11,2025-07-07,Metro Hospital,Chennai,16,222,1.31,1
Dr. Anil Mehra,Pediatrics,8,2025-07-08,Govt Health Center,New Delhi,74,144,1,0
Dr. Anil Mehra,Pediatrics,9,2025-07-09,City Hospital,New Delhi,27,370,1.96,0
Dr. Rohit Verma,Pediatrics,14,2025-07-10,Metro Hospital,Chennai,17,493,1.34,0
Dr. Swati Desai,Dermatology,17,2025-07-11,City Hospital,Mumbai,98,252,1.83,1
Dr. Rohit Verma,Pediatrics,10,2025-07-12,Metro Hospital,Mumbai,51,94,1.36,1
Dr. Swati Desai,Orthopedics,12,2025-07-13,City Hospital,New Delhi,96,83,0.78,0
Dr. Ravi Kumar,Pediatrics,15,2025-07-14,Govt Health Center,Chennai,10,260,1.96,1
Dr. Ravi Kumar,Cardiology,15,2025-07-15,Govt Health Center,Kolkata,88,444,1.83,0
Dr. Ravi Kumar,Pediatrics,13,2025-07-16,Govt Health Center,Kolkata,24,274,1.21,1
Dr. Anil Mehra,Dermatology,12,2025-07-17,Metro Hospital,New Delhi,37,466,0.86,0
Dr. Ravi Kumar,Cardiology,9,2025-07-18,Govt Health Center,Chennai,45,313,0.83,0
Dr. Swati Desai,Cardiology,16,2025-07-19,Govt Health Center,New Delhi,55,350,1.71,0
Dr. Ravi Kumar,Cardiology,8,2025-07-20,Govt Health Center,New Delhi,86,275,0.6,0
Dr. Rohit Verma,Dermatology,9,2025-07-21,City Hospital,Chennai,30,153,1.46,1
Dr. Rohit Verma,Orthopedics,8,2025-07-22,City Hospital,New Delhi,58,270,1.46,1
Dr. Anil Mehra,Pediatrics,11,2025-07-23,City Hospital,Kolkata,48,383,0.77,0
Dr. Rohit Verma,Cardiology,11,2025-07-24,City Hospital,Mumbai,47,467,1.56,0
Dr. Swati Desai,Cardiology,12,2025-07-25,City Hospital,Kolkata,18,350,1.56,0
Dr. Ravi Kumar,Cardiology,12,2025-07-26,City Hospital,Mumbai,29,172,1.03,1
Dr. Anil Mehra,Orthopedics,15,2025-07-27,City Hospital,Chennai,93,498,1.23,0
Dr. Ravi Kumar,Orthopedics,10,2025-07-28,Govt Health Center,New Delhi,17,485,1.75,0
Dr. Ravi Kumar,Dermatology,13,2025-07-29,Govt Health Center,Mumbai,23,443,1.28,0
Dr. Swati Desai,Orthopedics,10,2025-07-30,Metro Hospital,Chennai,71,271,1.43,1
Dr. Rohit Verma,Pediatrics,9,2025-07-31,Govt Health Center,Chennai,93,92,1.12,1
Dr. Rohit Verma,Dermatology,15,2025-08-01,City Hospital,Chennai,44,259,0.72,0
Dr. Ravi Kumar,Dermatology,8,2025-08-02,City Hospital,Kolkata,64,386,2,0
Dr. Anil Mehra,Pediatrics,16,2025-08-03,Metro Hospital,Kolkata,54,60,1.3,1
Dr. Rohit Verma,Pediatrics,14,2025-08-04,Govt Health Center,Mumbai,30,265,1,0
Dr. Anil Mehra,Pediatrics,17,2025-08-05,Govt Health Center,Mumbai,62,213,1.57,1
Dr. Rohit Verma,Dermatology,11,2025-08-06,Metro Hospital,Kolkata,63,274,1.43,1
Dr. Anil Mehra,Dermatology,10,2025-08-07,City Hospital,Mumbai,95,274,0.85,0
Dr. Swati Desai,Dermatology,13,2025-08-08,City Hospital,Mumbai,52,295,1.82,1
Dr. Anil Mehra,Pediatrics,16,2025-08-09,City Hospital,New Delhi,15,195,0.61,0
Dr. Swati Desai,Pediatrics,16,2025-08-10,City Hospital,Mumbai,64,240,1.41,1
Dr. Swati Desai,Cardiology,11,2025-08-11,Metro Hospital,Chennai,53,310,1.22,0
Dr. Anil Mehra,Orthopedics,17,2025-08-12,Govt Health Center,New Delhi,77,336,0.98,0
Dr. Swati Desai,Cardiology,12,2025-08-13,City Hospital,Mumbai,13,65,1.74,1
Dr. Ravi Kumar,Pediatrics,16,2025-08-14,Govt Health Center,New Delhi,72,243,1.48,1
Dr. Swati Desai,Dermatology,9,2025-08-15,Govt Health Center,Chennai,67,58,1.64,1
Dr. Rohit Verma,Pediatrics,9,2025-08-16,City Hospital,Mumbai,63,51,1.12,1
Dr. Anil Mehra,Orthopedics,12,2025-08-17,City Hospital,New Delhi,90,342,1.91,0
Dr. Ravi Kumar,Cardiology,8,2025-08-18,City Hospital,Mumbai,47,133,1.02,1
Dr. Anil Mehra,Cardiology,15,2025-08-19,Govt Health Center,New Delhi,69,492,1.3,0
Dr. Rohit Verma,Dermatology,12,2025-08-20,Metro Hospital,New Delhi,61,258,1.9,1
Dr. Rohit Verma,Cardiology,17,2025-08-21,City Hospital,Chennai,38,107,0.62,0
Dr. Rohit Verma,Cardiology,9,2025-08-22,Govt Health Center,Chennai,49,388,0.66,0
Dr. Swati Desai,Pediatrics,16,2025-08-23,Govt Health Center,Mumbai,80,155,1.99,1
Dr. Swati Desai,Cardiology,9,2025-08-24,City Hospital,Kolkata,17,185,1.96,1
Dr. Anil Mehra,Cardiology,14,2025-08-25,Metro Hospital,Mumbai,44,357,1.66,0
Dr. Anil Mehra,Cardiology,15,2025-08-26,City Hospital,New Delhi,91,380,1.23,0
Dr. Ravi Kumar,Dermatology,13,2025-08-27,City Hospital,Chennai,25,126,1.26,1
Dr. Ravi Kumar,Dermatology,14,2025-08-28,Metro Hospital,Chennai,27,374,0.89,0
Dr. Anil Mehra,Pediatrics,8,2025-08-29,City Hospital,New Delhi,68,259,1.15,1
Dr. Swati Desai,Cardiology,11,2025-08-30,City Hospital,Kolkata,98,281,1.15,1
Dr. Rohit Verma,Dermatology,14,2025-08-31,Metro Hospital,Chennai,43,174,0.55,0
Dr. Anil Mehra,Dermatology,8,2025-09-01,Govt Health Center,Kolkata,13,229,1.18,1
Dr. Ravi Kumar,Pediatrics,8,2025-09-02,Govt Health Center,Chennai,78,339,1.22,0
Dr. Swati Desai,Orthopedics,13,2025-09-03,Govt Health Center,New Delhi,87,263,1.5,1
Dr. Anil Mehra,Cardiology,11,2025-09-04,Govt Health Center,Mumbai,74,481,1.27,0
Dr. Anil Mehra,Dermatology,10,2025-09-05,Govt Health Center,Mumbai,70,146,1.79,1
Dr. Swati Desai,Pediatrics,12,2025-09-06,City Hospital,Kolkata,95,457,1.05,0
Dr. Anil Mehra,Pediatrics,16,2025-09-07,Metro Hospital,Mumbai,55,298,1.11,1
Dr. Swati Desai,Pediatrics,17,2025-09-08,Govt Health Center,New Delhi,30,270,1.36,1
Dr. Rohit Verma,Dermatology,17,2025-09-09,Metro Hospital,Mumbai,86,62,0.8,0
Dr. Swati Desai,Cardiology,17,2025-09-10,Govt Health Center,Kolkata,47,355,1.09,0
Dr. Swati Desai,Orthopedics,10,2025-09-11,City Hospital,New Delhi,82,140,1.53,1
Dr. Swati Desai,Cardiology,12,2025-09-12,Govt Health Center,New Delhi,95,242,1.12,1
Dr. Anil Mehra,Pediatrics,17,2025-09-13,Govt Health Center,Chennai,90,248,1.86,1
Dr. Anil Mehra,Pediatrics,12,2025-09-14,Metro Hospital,Chennai,69,309,1.42,0
Dr. Swati Desai,Orthopedics,16,2025-09-15,Metro Hospital,Mumbai,96,113,0.73,0
Dr. Anil Mehra,Cardiology,17,2025-09-16,City Hospital,Kolkata,45,379,1.23,0
Dr. Ravi Kumar,Pediatrics,11,2025-09-17,Metro Hospital,New Delhi,15,281,1.65,1
Dr. Ravi Kumar,Pediatrics,8,2025-09-18,Metro Hospital,Mumbai,48,276,1.47,1
Dr. Anil Mehra,Cardiology,17,2025-09-19,Metro Hospital,Mumbai,38,216,1.83,1
Dr. Anil Mehra,Pediatrics,12,2025-09-20,City Hospital,Chennai,36,300,1.62,0
Dr. Swati Desai,Cardiology,8,2025-09-21,City Hospital,Mumbai,78,496,0.59,0
Dr. Rohit Verma,Pediatrics,13,2025-09-22,City Hospital,Mumbai,18,235,0.67,0
Dr. Anil Mehra,Cardiology,17,2025-09-23,Metro Hospital,Chennai,33,298,1.47,1
Dr. Ravi Kumar,Orthopedics,17,2025-09-24,Metro Hospital,Mumbai,72,321,0.86,0
Dr. Swati Desai,Pediatrics,14,2025-09-25,City Hospital,Mumbai,28,389,1.38,0
Dr. Anil Mehra,Orthopedics,8,2025-09-26,Metro Hospital,New Delhi,39,495,1.69,0
Dr. Ravi Kumar,Pediatrics,17,2025-09-27,Metro Hospital,Mumbai,67,187,1.37,1
Dr. Ravi Kumar,Pediatrics,11,2025-09-28,Govt Health Center,Chennai,49,158,1.12,1
Dr. Rohit Verma,Dermatology,16,2025-09-29,City Hospital,Chennai,77,367,1.47,0
Dr. Swati Desai,Cardiology,8,2025-09-30,City Hospital,New Delhi,41,466,0.72,0
Dr. Swati Desai,Orthopedics,16,2025-10-01,Metro Hospital,Chennai,74,475,1.58,0
Dr. Rohit Verma,Orthopedics,15,2025-10-02,Metro Hospital,Chennai,43,93,1.55,1
Dr. Rohit Verma,Orthopedics,12,2025-10-03,Govt Health Center,Chennai,94,479,1.27,0
Dr. Swati Desai,Cardiology,13,2025-10-04,City Hospital,Mumbai,40,391,0.92,0
Dr. Swati Desai,Dermatology,14,2025-10-05,City Hospital,New Delhi,68,386,1.7,0
Dr. Anil Mehra,Orthopedics,11,2025-10-06,Metro Hospital,Kolkata,87,250,1.27,1
Dr. Anil Mehra,Cardiology,13,2025-10-07,City Hospital,New Delhi,35,427,0.59,0
Dr. Rohit Verma,Pediatrics,14,2025-10-08,Metro Hospital,New Delhi,31,153,1.88,1
Dr. Anil Mehra,Orthopedics,13,2025-10-09,Govt Health Center,New Delhi,43,464,1.65,0
Dr. Ravi Kumar,Orthopedics,13,2025-10-10,Metro Hospital,Kolkata,22,438,1.38,0
Dr. Anil Mehra,Dermatology,9,2025-10-11,Govt Health Center,Kolkata,64,169,1.16,1
Dr. Anil Mehra,Orthopedics,12,2025-10-12,Metro Hospital,Chennai,17,451,1.94,0
Dr. Ravi Kumar,Orthopedics,10,2025-10-13,Govt Health Center,Mumbai,71,439,1.66,0
Dr. Rohit Verma,Pediatrics,14,2025-10-14,Govt Health Center,Chennai,31,411,1.3,0
Dr. Ravi Kumar,Cardiology,11,2025-10-15,City Hospital,Chennai,65,483,1.48,0
Dr. Anil Mehra,Cardiology,8,2025-10-16,Metro Hospital,Kolkata,93,432,0.92,0
Dr. Rohit Verma,Dermatology,13,2025-10-17,City Hospital,Chennai,30,77,0.79,0
Dr. Anil Mehra,Pediatrics,13,2025-10-18,City Hospital,Chennai,58,156,0.91,0
Dr. Ravi Kumar,Cardiology,14,2025-10-19,Metro Hospital,Kolkata,15,329,0.94,0
Dr. Ravi Kumar,Pediatrics,15,2025-10-20,City Hospital,New Delhi,44,77,1.61,1
Dr. Anil Mehra,Cardiology,10,2025-10-21,City Hospital,New Delhi,36,235,0.71,0
Dr. Swati Desai,Pediatrics,13,2025-10-22,City Hospital,Kolkata,93,244,1.67,1
Dr. Swati Desai,Dermatology,17,2025-10-23,Metro Hospital,Mumbai,49,195,1.29,1
Dr. Ravi Kumar,Orthopedics,9,2025-10-24,City Hospital,Chennai,23,309,1.08,0
Dr. Ravi Kumar,Dermatology,16,2025-10-25,City Hospital,New Delhi,83,409,0.95,0
Dr. Swati Desai,Cardiology,9,2025-10-26,City Hospital,Kolkata,61,226,1.27,1
Dr. Swati Desai,Dermatology,10,2025-10-27,Metro Hospital,Mumbai,88,177,0.98,0
Dr. Anil Mehra,Orthopedics,17,2025-10-28,Govt Health Center,Chennai,49,433,1.14,0
Dr. Anil Mehra,Dermatology,9,2025-10-29,Govt Health Center,Kolkata,52,155,1.61,1
Dr. Swati Desai,Cardiology,16,2025-10-30,Govt Health Center,Kolkata,67,465,1.44,0
Dr. Anil Mehra,Cardiology,8,2025-10-31,Govt Health Center,Kolkata,12,401,1.62,0
Dr. Anil Mehra,Dermatology,12,2025-11-01,City Hospital,Chennai,24,432,1.57,0
Dr. Rohit Verma,Orthopedics,8,2025-11-02,Metro Hospital,New Delhi,54,260,1.72,1
Dr. Anil Mehra,Dermatology,12,2025-11-03,City Hospital,Chennai,20,398,0.8,0
Dr. Ravi Kumar,Orthopedics,15,2025-11-04,Metro Hospital,Chennai,48,371,1.99,0
Dr. Anil Mehra,Pediatrics,15,2025-11-05,City Hospital,New Delhi,28,363,1.21,0
Dr. Anil Mehra,Orthopedics,15,2025-11-06,Govt Health Center,Kolkata,88,60,1.58,1
Dr. Swati Desai,Pediatrics,9,2025-11-07,Govt Health Center,Mumbai,29,416,1.52,0
Dr. Ravi Kumar,Dermatology,15,2025-11-08,Metro Hospital,Mumbai,95,409,1.35,0
Dr. Anil Mehra,Orthopedics,12,2025-11-09,City Hospital,New Delhi,80,370,1.99,0
Dr. Anil Mehra,Pediatrics,8,2025-11-10,Govt Health Center,New Delhi,65,433,0.83,0
Dr. Rohit Verma,Pediatrics,14,2025-11-11,Metro Hospital,Kolkata,87,66,1.13,1
Dr. Anil Mehra,Pediatrics,13,2025-11-12,City Hospital,Mumbai,13,419,0.69,0
Dr. Anil Mehra,Cardiology,12,2025-11-13,Metro Hospital,Mumbai,18,385,0.77,0
Dr. Rohit Verma,Dermatology,8,2025-11-14,City Hospital,Kolkata,34,115,1.57,1
Dr. Swati Desai,Pediatrics,8,2025-11-15,City Hospital,New Delhi,56,423,0.51,0
Dr. Anil Mehra,Orthopedics,13,2025-11-16,City Hospital,New Delhi,58,162,1.83,1
Dr. Rohit Verma,Pediatrics,17,2025-11-17,Metro Hospital,Kolkata,36,181,1.45,1
Dr. Ravi Kumar,Cardiology,14,2025-11-18,Metro Hospital,New Delhi,37,465,1.16,0
Dr. Swati Desai,Dermatology,17,2025-11-19,City Hospital,Chennai,97,120,1,0
Dr. Ravi Kumar,Cardiology,17,2025-11-20,Govt Health Center,New Delhi,71,462,0.69,0
Dr. Ravi Kumar,Cardiology,8,2025-11-21,City Hospital,Chennai,25,110,1.88,1
Dr. Rohit Verma,Cardiology,16,2025-11-22,Metro Hospital,Mumbai,96,493,1.57,0
Dr. Anil Mehra,Orthopedics,11,2025-11-23,City Hospital,Mumbai,55,363,1,0
Dr. Rohit Verma,Dermatology,12,2025-11-24,Metro Hospital,New Delhi,84,293,0.61,0
Dr. Rohit Verma,Dermatology,9,2025-11-25,City Hospital,Kolkata,55,358,0.99,0
Dr. Rohit Verma,Orthopedics,17,2025-11-26,City Hospital,New Delhi,49,54,0.78,0
Dr. Rohit Verma,Dermatology,15,2025-11-27,Govt Health Center,Kolkata,92,419,1.68,0
Dr. Swati Desai,Cardiology,9,2025-11-28,Govt Health Center,Mumbai,43,366,1.58,0
Dr. Anil Mehra,Dermatology,10,2025-11-29,Metro Hospital,Mumbai,96,70,1.25,1
Dr. Ravi Kumar,Orthopedics,16,2025-11-30,City Hospital,Mumbai,19,235,1.83,1
Dr. Ravi Kumar,Cardiology,9,2025-12-01,Metro Hospital,Kolkata,10,258,0.77,0
Dr. Anil Mehra,Orthopedics,13,2025-12-02,City Hospital,Kolkata,75,280,1.18,1
Dr. Ravi Kumar,Pediatrics,11,2025-12-03,City Hospital,Mumbai,95,63,1.57,1
Dr. Anil Mehra,Cardiology,14,2025-12-04,City Hospital,New Delhi,26,401,0.6,0
Dr. Ravi Kumar,Cardiology,13,2025-12-05,Govt Health Center,Kolkata,56,128,1.06,1
Dr. Rohit Verma,Dermatology,17,2025-12-06,Metro Hospital,Chennai,33,231,1.36,1
Dr. Ravi Kumar,Cardiology,16,2025-12-07,City Hospital,Mumbai,59,127,1.05,1
Dr. Anil Mehra,Orthopedics,16,2025-12-08,City Hospital,Kolkata,94,346,1.22,0
Dr. Anil Mehra,Dermatology,17,2025-12-09,Metro Hospital,Mumbai,38,321,1.41,0
Dr. Anil Mehra,Pediatrics,11,2025-12-10,Metro Hospital,Chennai,87,100,1.05,1
Dr. Anil Mehra,Orthopedics,8,2025-12-11,City Hospital,New Delhi,81,306,0.66,0
Dr. Anil Mehra,Pediatrics,9,2025-12-12,Govt Health Center,Chennai,95,345,0.71,0
Dr. Swati Desai,Pediatrics,15,2025-12-13,Govt Health Center,New Delhi,96,67,1.29,1
Dr. Swati Desai,Pediatrics,17,2025-12-14,City Hospital,New Delhi,22,339,0.76,0
Dr. Ravi Kumar,Cardiology,15,2025-12-15,Govt Health Center,Kolkata,73,267,1.83,1
Dr. Anil Mehra,Orthopedics,9,2025-12-16,Metro Hospital,New Delhi,37,494,1.75,0
Dr. Ravi Kumar,Orthopedics,11,2025-12-17,Govt Health Center,New Delhi,14,149,1.02,1
Dr. Anil Mehra,Cardiology,8,2025-12-18,Metro Hospital,New Delhi,83,198,1.75,1
Dr. Anil Mehra,Dermatology,14,2025-12-19,Metro Hospital,Mumbai,18,434,1.3,0
Dr. Swati Desai,Pediatrics,11,2025-12-20,Metro Hospital,Kolkata,23,204,0.74,0
Dr. Swati Desai,Orthopedics,15,2025-12-21,Metro Hospital,Kolkata,19,484,1.42,0
Dr. Rohit Verma,Cardiology,16,2025-12-22,Govt Health Center,New Delhi,42,444,1.52,0
Dr. Swati Desai,Pediatrics,16,2025-12-23,Metro Hospital,Mumbai,84,425,0.63,0
Dr. Rohit Verma,Dermatology,10,2025-12-24,City Hospital,New Delhi,49,151,0.97,0
Dr. Rohit Verma,Dermatology,12,2025-12-25,Metro Hospital,Kolkata,15,164,0.51,0
Dr. Rohit Verma,Pediatrics,13,2025-12-26,City Hospital,Kolkata,26,319,0.97,0
Dr. Rohit Verma,Dermatology,13,2025-12-27,Metro Hospital,Kolkata,45,141,1,0
Dr. Rohit Verma,Orthopedics,17,2025-12-28,Metro Hospital,Kolkata,79,488,1.45,0
Dr. Ravi Kumar,Orthopedics,15,2025-12-29,Govt Health Center,Mumbai,70,460,0.8,0
Dr. Swati Desai,Orthopedics,13,2025-12-30,Metro Hospital,Chennai,83,455,0.55,0
Dr. Rohit Verma,Dermatology,13,2025-12-31,Metro Hospital,Chennai,58,70,0.97,0
Dr. Anil Mehra,Orthopedics,11,2026-01-01,Govt Health Center,Mumbai,78,169,1.74,1
Dr. Swati Desai,Cardiology,14,2026-01-02,Govt Health Center,New Delhi,92,457,1.1,0
Dr. Swati Desai,Orthopedics,15,2026-01-03,City Hospital,Kolkata,80,68,1.12,1
Dr. Rohit Verma,Orthopedics,10,2026-01-04,Govt Health Center,Kolkata,33,73,1.2,1
Dr. Ravi Kumar,Dermatology,14,2026-01-05,City Hospital,Kolkata,60,75,1.63,1
Dr. Rohit Verma,Orthopedics,10,2026-01-06,Metro Hospital,Mumbai,51,202,1.22,1
Dr. Ravi Kumar,Pediatrics,15,2026-01-07,City Hospital,Mumbai,28,350,0.64,0
Dr. Anil Mehra,Cardiology,8,2026-01-08,Govt Health Center,Kolkata,71,413,0.81,0
Dr. Swati Desai,Dermatology,8,2026-01-09,Metro Hospital,Kolkata,84,462,0.78,0
Dr. Anil Mehra,Cardiology,13,2026-01-10,City Hospital,New Delhi,76,251,1.26,1
Dr. Ravi Kumar,Pediatrics,17,2026-01-11,City Hospital,Chennai,39,188,0.54,0
Dr. Ravi Kumar,Dermatology,16,2026-01-12,City Hospital,Mumbai,47,329,0.93,0
Dr. Anil Mehra,Dermatology,11,2026-01-13,Metro Hospital,Chennai,15,73,1.41,1
Dr. Ravi Kumar,Orthopedics,13,2026-01-14,City Hospital,Kolkata,31,61,1.03,1
Dr. Anil Mehra,Cardiology,12,2026-01-15,City Hospital,Chennai,20,184,1.56,1
Dr. Swati Desai,Pediatrics,8,2026-01-16,Govt Health Center,Chennai,81,473,1.09,0
Dr. Anil Mehra,Pediatrics,13,2026-01-17,City Hospital,Mumbai,38,130,1.97,1
Dr. Swati Desai,Dermatology,16,2026-01-18,Metro Hospital,Mumbai,17,404,1.95,0
Dr. Anil Mehra,Orthopedics,10,2026-01-19,Govt Health Center,New Delhi,96,119,1.7,1
Dr. Ravi Kumar,Dermatology,10,2026-01-20,Metro Hospital,Kolkata,89,253,1.93,1
Dr. Anil Mehra,Dermatology,9,2026-01-21,Govt Health Center,New Delhi,44,128,0.81,0
Dr. Ravi Kumar,Dermatology,11,2026-01-22,Govt Health Center,Mumbai,81,328,1.63,0
Dr. Anil Mehra,Dermatology,17,2026-01-23,City Hospital,New Delhi,81,248,0.98,0
Dr. Anil Mehra,Pediatrics,10,2026-01-24,Metro Hospital,Chennai,54,428,1.59,0
Dr. Rohit Verma,Pediatrics,9,2026-01-25,City Hospital,Chennai,42,343,1.06,0
Dr. Ravi Kumar,Dermatology,8,2026-01-26,Govt Health Center,Mumbai,14,464,0.93,0
Dr. Rohit Verma,Dermatology,10,2026-01-27,City Hospital,Chennai,71,334,1.94,0
Dr. Ravi Kumar,Orthopedics,17,2026-01-28,Govt Health Center,Kolkata,46,477,0.81,0
Dr. Rohit Verma,Dermatology,13,2026-01-29,Govt Health Center,Mumbai,26,205,1.64,1
Dr. Swati Desai,Pediatrics,16,2026-01-30,Metro Hospital,Kolkata,31,125,1.51,1
Dr. Anil Mehra,Cardiology,12,2026-01-31,Metro Hospital,Mumbai,87,268,0.96,0
Dr. Ravi Kumar,Pediatrics,10,2026-02-01,Metro Hospital,Mumbai,41,373,1.19,0
Dr. Ravi Kumar,Orthopedics,12,2026-02-02,Metro Hospital,Chennai,23,326,0.71,0
Dr. Anil Mehra,Pediatrics,12,2026-02-03,City Hospital,Mumbai,29,314,1.88,0
Dr. Ravi Kumar,Cardiology,12,2026-02-04,Metro Hospital,Mumbai,31,98,1.95,1
Dr. Ravi Kumar,Dermatology,14,2026-02-05,Metro Hospital,New Delhi,39,147,1.6,1
Dr. Rohit Verma,Cardiology,12,2026-02-06,Metro Hospital,Chennai,63,342,1.77,0
Dr. Ravi Kumar,Dermatology,14,2026-02-07,Govt Health Center,Kolkata,42,70,0.62,0
Dr. Swati Desai,Dermatology,16,2026-02-08,Govt Health Center,Mumbai,14,493,1.08,0
Dr. Swati Desai,Pediatrics,12,2026-02-09,Metro Hospital,Kolkata,27,72,1,0
Dr. Anil Mehra,Pediatrics,9,2026-02-10,Govt Health Center,New Delhi,72,187,1.35,1
Dr. Ravi Kumar,Pediatrics,12,2026-02-11,Govt Health Center,Mumbai,55,279,0.78,0
Dr. Anil Mehra,Orthopedics,15,2026-02-12,City Hospital,Kolkata,16,375,1.35,0
Dr. Swati Desai,Pediatrics,11,2026-02-13,Govt Health Center,Chennai,38,454,1.48,0
Dr. Ravi Kumar,Orthopedics,9,2026-02-14,City Hospital,New Delhi,66,406,0.7,0
Dr. Ravi Kumar,Pediatrics,17,2026-02-15,Govt Health Center,New Delhi,56,78,0.7,0
Dr. Anil Mehra,Dermatology,10,2026-02-16,Metro Hospital,Kolkata,18,364,0.55,0
Dr. Swati Desai,Orthopedics,16,2026-02-17,Govt Health Center,Mumbai,68,473,1.64,0
Dr. Ravi Kumar,Cardiology,16,2026-02-18,Govt Health Center,Mumbai,80,70,1,0
Dr. Anil Mehra,Orthopedics,15,2026-02-19,City Hospital,Chennai,80,391,0.84,0
Dr. Swati Desai,Orthopedics,15,2026-02-20,Metro Hospital,Chennai,52,148,1.67,1
Dr. Anil Mehra,Cardiology,15,2026-02-21,City Hospital,Mumbai,68,112,0.71,0
Dr. Rohit Verma,Orthopedics,15,2026-02-22,Metro Hospital,New Delhi,15,351,1.14,0
Dr. Ravi Kumar,Dermatology,15,2026-02-23,Metro Hospital,Chennai,62,182,1.62,1
Dr. Rohit Verma,Pediatrics,8,2026-02-24,City Hospital,Chennai,73,64,1.36,1
Dr. Swati Desai,Cardiology,13,2026-02-25,Govt Health Center,New Delhi,13,154,1.33,1
Dr. Rohit Verma,Pediatrics,16,2026-02-26,Metro Hospital,Mumbai,10,160,0.74,0
Dr. Rohit Verma,Dermatology,15,2026-02-27,Govt Health Center,Kolkata,79,388,0.77,0
Dr. Swati Desai,Cardiology,10,2026-02-28,City Hospital,Chennai,40,385,1.37,0
Dr. Anil Mehra,Pediatrics,8,2026-03-01,City Hospital,New Delhi,74,473,0.54,0
Dr. Rohit Verma,Pediatrics,9,2026-03-02,City Hospital,Chennai,78,160,1.8,1
Dr. Anil Mehra,Dermatology,9,2026-03-03,City Hospital,New Delhi,28,412,1.03,0
Dr. Rohit Verma,Pediatrics,14,2026-03-04,Metro Hospital,Chennai,78,392,1.12,0
Dr. Anil Mehra,Dermatology,13,2026-03-05,City Hospital,Mumbai,78,53,0.89,0
Dr. Swati Desai,Orthopedics,9,2026-03-06,Govt Health Center,New Delhi,58,201,1.82,1
Dr. Rohit Verma,Dermatology,15,2026-03-07,Govt Health Center,Kolkata,40,91,1.46,1
Dr. Swati Desai,Orthopedics,16,2026-03-08,Metro Hospital,Kolkata,69,424,1.17,0
Dr. Rohit Verma,Cardiology,14,2026-03-09,City Hospital,Chennai,80,75,1.38,1
Dr. Swati Desai,Pediatrics,11,2026-03-10,Metro Hospital,Kolkata,88,411,1.07,0
Dr. Swati Desai,Dermatology,8,2026-03-11,Metro Hospital,Chennai,64,243,1.2,1
Dr. Rohit Verma,Dermatology,11,2026-03-12,Metro Hospital,New Delhi,86,409,1.04,0
Dr. Rohit Verma,Pediatrics,11,2026-03-13,City Hospital,New Delhi,85,57,1.12,1
Dr. Rohit Verma,Pediatrics,15,2026-03-14,Govt Health Center,Kolkata,92,122,0.97,0
Dr. Ravi Kumar,Cardiology,11,2026-03-15,Govt Health Center,Kolkata,86,499,0.62,0
Dr. Anil Mehra,Cardiology,11,2026-03-16,Metro Hospital,Mumbai,47,127,0.56,0
Dr. Ravi Kumar,Dermatology,9,2026-03-17,Metro Hospital,New Delhi,42,197,0.76,0
Dr. Ravi Kumar,Cardiology,17,2026-03-18,Govt Health Center,Kolkata,15,371,0.88,0
Dr. Swati Desai,Orthopedics,14,2026-03-19,Govt Health Center,Kolkata,22,117,1.84,1
Dr. Rohit Verma,Cardiology,11,2026-03-20,City Hospital,Kolkata,86,404,1.42,0
Dr. Anil Mehra,Cardiology,13,2026-03-21,Metro Hospital,Chennai,86,232,1.94,1
Dr. Swati Desai,Dermatology,10,2026-03-22,City Hospital,Mumbai,29,383,1.01,0
Dr. Ravi Kumar,Orthopedics,14,2026-03-23,Govt Health Center,New Delhi,46,134,1.1,1
Dr. Rohit Verma,Cardiology,13,2026-03-24,Govt Health Center,Kolkata,54,128,1.58,1
Dr. Swati Desai,Orthopedics,10,2026-03-25,Govt Health Center,Kolkata,82,88,1.37,1
Dr. Rohit Verma,Orthopedics,11,2026-03-26,Govt Health Center,Kolkata,90,355,1.29,0
Dr. Swati Desai,Orthopedics,17,2026-03-27,City Hospital,Chennai,68,69,1.36,1
Dr. Rohit Verma,Pediatrics,12,2026-03-28,Govt Health Center,New Delhi,61,119,1.38,1
Dr. Ravi Kumar,Pediatrics,16,2026-03-29,Metro Hospital,Kolkata,27,205,1.65,1
Dr. Anil Mehra,Pediatrics,13,2026-03-30,Govt Health Center,Kolkata,34,166,1.5,1
Dr. Ravi Kumar,Pediatrics,11,2026-03-31,Metro Hospital,Chennai,88,417,1.94,0
Dr. Anil Mehra,Dermatology,14,2026-04-01,Govt Health Center,Chennai,96,476,1.92,0
Dr. Rohit Verma,Cardiology,9,2026-04-02,City Hospital,Mumbai,10,499,1.13,0
